Q9UBW7 AF-Q9UBW7-F1-model_v4.pdb
Q9BZL4 AF-Q9BZL4-F1-model_v4.pdb
Q9BZL6 AF-Q9BZL6-F1-model_v4.pdb
Q9BZP6 AF-Q9BZP6-F1-model_v4.pdb
Q9BZQ2 AF-Q9BZQ2-F1-model_v4.pdb
Q9BZQ4 AF-Q9BZQ4-F1-model_v4.pdb
Q9BZQ6 AF-Q9BZQ6-F1-model_v4.pdb
Q9BYT3 AF-Q9BYT3-F1-model_v4.pdb
Q9BYT9 AF-Q9BYT9-F1-model_v4.pdb
Q9BYV1 AF-Q9BYV1-F1-model_v4.pdb
Q9BYV2 AF-Q9BYV2-F1-model_v4.pdb
Q9BYV8 AF-Q9BYV8-F1-model_v4.pdb
Q9BYW2 AF-Q9BYW2-F1-model_v4.pdb
Q9BYX2 AF-Q9BYX2-F1-model_v4.pdb
Q9BYX4 AF-Q9BYX4-F1-model_v4.pdb
Q9BYZ6 AF-Q9BYZ6-F1-model_v4.pdb
Q9BYZ8 AF-Q9BYZ8-F1-model_v4.pdb
Q9BZ11 AF-Q9BZ11-F1-model_v4.pdb
Q9BZ23 AF-Q9BZ23-F1-model_v4.pdb
Q9BZ29 AF-Q9BZ29-F1-model_v4.pdb
Q9BZ71 AF-Q9BZ71-F1-model_v4.pdb
Q9BZ72 AF-Q9BZ72-F1-model_v4.pdb
Q9BZ95 AF-Q9BZ95-F1-model_v4.pdb
Q9BZA7 AF-Q9BZA7-F1-model_v4.pdb
Q9BZC1 AF-Q9BZC1-F1-model_v4.pdb
Q9BZC7 AF-Q9BZC7-F1-model_v4.pdb
Q9BZD2 AF-Q9BZD2-F1-model_v4.pdb
Q9BYE0 AF-Q9BYE0-F1-model_v4.pdb
Q9BYE2 AF-Q9BYE2-F1-model_v4.pdb
Q9BYF1 AF-Q9BYF1-F1-model_v4.pdb
Q9BYG5 AF-Q9BYG5-F1-model_v4.pdb
Q9BYH1 AF-Q9BYH1-F1-model_v4.pdb
Q9BYH8 AF-Q9BYH8-F1-model_v4.pdb
Q9BYI3 AF-Q9BYI3-F1-model_v4.pdb
Q9BYJ1 AF-Q9BYJ1-F1-model_v4.pdb
Q9BYJ9 AF-Q9BYJ9-F1-model_v4.pdb
Q9BYK8 AF-Q9BYK8-F1-model_v4.pdb
Q9BYM8 AF-Q9BYM8-F1-model_v4.pdb
Q9BYN7 AF-Q9BYN7-F1-model_v4.pdb
Q9BYP7 AF-Q9BYP7-F1-model_v4.pdb
Q9BZS1 AF-Q9BZS1-F1-model_v4.pdb
Q9BZW4 AF-Q9BZW4-F1-model_v4.pdb
Q9BZW8 AF-Q9BZW8-F1-model_v4.pdb
Q9BZY9 AF-Q9BZY9-F1-model_v4.pdb
Q9BZZ2 AF-Q9BZZ2-F1-model_v4.pdb
Q9C000 AF-Q9C000-F1-model_v4.pdb
Q9C004 AF-Q9C004-F1-model_v4.pdb
Q9C030 AF-Q9C030-F1-model_v4.pdb
Q9C035 AF-Q9C035-F1-model_v4.pdb
Q9C040 AF-Q9C040-F1-model_v4.pdb
Q9C091 AF-Q9C091-F1-model_v4.pdb
Q9C093 AF-Q9C093-F1-model_v4.pdb
Q9C099 AF-Q9C099-F1-model_v4.pdb
P47897 AF-P47897-F1-model_v4.pdb
P47902 AF-P47902-F1-model_v4.pdb
P48023 AF-P48023-F1-model_v4.pdb
P48029 AF-P48029-F1-model_v4.pdb
P48048 AF-P48048-F1-model_v4.pdb
P48058 AF-P48058-F1-model_v4.pdb
P48059 AF-P48059-F1-model_v4.pdb
P48066 AF-P48066-F1-model_v4.pdb
P48067 AF-P48067-F1-model_v4.pdb
P48167 AF-P48167-F1-model_v4.pdb
P48200 AF-P48200-F1-model_v4.pdb
P48307 AF-P48307-F1-model_v4.pdb
P48357 AF-P48357-F1-model_v4.pdb
P48378 AF-P48378-F1-model_v4.pdb
P48380 AF-P48380-F1-model_v4.pdb
P48382 AF-P48382-F1-model_v4.pdb
P48426 AF-P48426-F1-model_v4.pdb
P48444 AF-P48444-F1-model_v4.pdb
P48449 AF-P48449-F1-model_v4.pdb
P48454 AF-P48454-F1-model_v4.pdb
P48507 AF-P48507-F1-model_v4.pdb
P48547 AF-P48547-F1-model_v4.pdb
P48551 AF-P48551-F1-model_v4.pdb
P48553 AF-P48553-F1-model_v4.pdb
P48634 AF-P48634-F1-model_v4.pdb
P48637 AF-P48637-F1-model_v4.pdb
P48643 AF-P48643-F1-model_v4.pdb
P48651 AF-P48651-F1-model_v4.pdb
P48728 AF-P48728-F1-model_v4.pdb
P48730 AF-P48730-F1-model_v4.pdb
P48735 AF-P48735-F1-model_v4.pdb
P48740 AF-P48740-F1-model_v4.pdb
P48751 AF-P48751-F1-model_v4.pdb
P48764 AF-P48764-F1-model_v4.pdb
P48788 AF-P48788-F1-model_v4.pdb
P48960 AF-P48960-F1-model_v4.pdb
P49189 AF-P49189-F1-model_v4.pdb
P49238 AF-P49238-F1-model_v4.pdb
P49279 AF-P49279-F1-model_v4.pdb
P49281 AF-P49281-F1-model_v4.pdb
P49321 AF-P49321-F1-model_v4.pdb
P49326 AF-P49326-F1-model_v4.pdb
P49336 AF-P49336-F1-model_v4.pdb
P49354 AF-P49354-F1-model_v4.pdb
P49356 AF-P49356-F1-model_v4.pdb
P49366 AF-P49366-F1-model_v4.pdb
P49418 AF-P49418-F1-model_v4.pdb
P49419 AF-P49419-F1-model_v4.pdb
P49447 AF-P49447-F1-model_v4.pdb
P49459 AF-P49459-F1-model_v4.pdb
P49588 AF-P49588-F1-model_v4.pdb
P49589 AF-P49589-F1-model_v4.pdb
P49590 AF-P49590-F1-model_v4.pdb
P49593 AF-P49593-F1-model_v4.pdb
P49662 AF-P49662-F1-model_v4.pdb
P49711 AF-P49711-F1-model_v4.pdb
P49715 AF-P49715-F1-model_v4.pdb
P49746 AF-P49746-F1-model_v4.pdb
P49747 AF-P49747-F1-model_v4.pdb
P49748 AF-P49748-F1-model_v4.pdb
P49753 AF-P49753-F1-model_v4.pdb
P49754 AF-P49754-F1-model_v4.pdb
P49759 AF-P49759-F1-model_v4.pdb
P49760 AF-P49760-F1-model_v4.pdb
P49765 AF-P49765-F1-model_v4.pdb
P49768 AF-P49768-F1-model_v4.pdb
P49790 AF-P49790-F1-model_v4.pdb
P49796 AF-P49796-F1-model_v4.pdb
P49810 AF-P49810-F1-model_v4.pdb
P49815 AF-P49815-F1-model_v4.pdb
P49821 AF-P49821-F1-model_v4.pdb
P49842 AF-P49842-F1-model_v4.pdb
P49848 AF-P49848-F1-model_v4.pdb
P49862 AF-P49862-F1-model_v4.pdb
P49902 AF-P49902-F1-model_v4.pdb
P49914 AF-P49914-F1-model_v4.pdb
P49915 AF-P49915-F1-model_v4.pdb
P49916 AF-P49916-F1-model_v4.pdb
P49918 AF-P49918-F1-model_v4.pdb
P49959 AF-P49959-F1-model_v4.pdb
P49961 AF-P49961-F1-model_v4.pdb
P50053 AF-P50053-F1-model_v4.pdb
P50135 AF-P50135-F1-model_v4.pdb
P50213 AF-P50213-F1-model_v4.pdb
P50219 AF-P50219-F1-model_v4.pdb
P50221 AF-P50221-F1-model_v4.pdb
P50395 AF-P50395-F1-model_v4.pdb
P50416 AF-P50416-F1-model_v4.pdb
P50440 AF-P50440-F1-model_v4.pdb
P50452 AF-P50452-F1-model_v4.pdb
P50461 AF-P50461-F1-model_v4.pdb
P50539 AF-P50539-F1-model_v4.pdb
P50542 AF-P50542-F1-model_v4.pdb
P50548 AF-P50548-F1-model_v4.pdb
P50570 AF-P50570-F1-model_v4.pdb
P50591 AF-P50591-F1-model_v4.pdb
P50607 AF-P50607-F1-model_v4.pdb
P50748 AF-P50748-F1-model_v4.pdb
P50750 AF-P50750-F1-model_v4.pdb
P50851 AF-P50851-F1-model_v4.pdb
P50897 AF-P50897-F1-model_v4.pdb
P50990 AF-P50990-F1-model_v4.pdb
P50995 AF-P50995-F1-model_v4.pdb
P51114 AF-P51114-F1-model_v4.pdb
P51148 AF-P51148-F1-model_v4.pdb
P51157 AF-P51157-F1-model_v4.pdb
P51159 AF-P51159-F1-model_v4.pdb
P51161 AF-P51161-F1-model_v4.pdb
P51168 AF-P51168-F1-model_v4.pdb
P51178 AF-P51178-F1-model_v4.pdb
P51398 AF-P51398-F1-model_v4.pdb
P51449 AF-P51449-F1-model_v4.pdb
P51460 AF-P51460-F1-model_v4.pdb
P51522 AF-P51522-F1-model_v4.pdb
P51530 AF-P51530-F1-model_v4.pdb
P51531 AF-P51531-F1-model_v4.pdb
P51532 AF-P51532-F1-model_v4.pdb
P51553 AF-P51553-F1-model_v4.pdb
P51572 AF-P51572-F1-model_v4.pdb
P51606 AF-P51606-F1-model_v4.pdb
P51608 AF-P51608-F1-model_v4.pdb
P51610 AF-P51610-F1-model_v4.pdb
P51617 AF-P51617-F1-model_v4.pdb
P51636 AF-P51636-F1-model_v4.pdb
P51648 AF-P51648-F1-model_v4.pdb
P51649 AF-P51649-F1-model_v4.pdb
P51654 AF-P51654-F1-model_v4.pdb
P51659 AF-P51659-F1-model_v4.pdb
P51686 AF-P51686-F1-model_v4.pdb
P51689 AF-P51689-F1-model_v4.pdb
P51787 AF-P51787-F1-model_v4.pdb
P51788 AF-P51788-F1-model_v4.pdb
P51790 AF-P51790-F1-model_v4.pdb
P51793 AF-P51793-F1-model_v4.pdb
P51795 AF-P51795-F1-model_v4.pdb
P51798 AF-P51798-F1-model_v4.pdb
P51800 AF-P51800-F1-model_v4.pdb
P51801 AF-P51801-F1-model_v4.pdb
P51809 AF-P51809-F1-model_v4.pdb
P51814 AF-P51814-F1-model_v4.pdb
P51815 AF-P51815-F1-model_v4.pdb
P51816 AF-P51816-F1-model_v4.pdb
P51825 AF-P51825-F1-model_v4.pdb
P51826 AF-P51826-F1-model_v4.pdb
P51843 AF-P51843-F1-model_v4.pdb
P51854 AF-P51854-F1-model_v4.pdb
P51857 AF-P51857-F1-model_v4.pdb
P51948 AF-P51948-F1-model_v4.pdb
P51955 AF-P51955-F1-model_v4.pdb
P51956 AF-P51956-F1-model_v4.pdb
P51959 AF-P51959-F1-model_v4.pdb
P51993 AF-P51993-F1-model_v4.pdb
P52179 AF-P52179-F1-model_v4.pdb
P52272 AF-P52272-F1-model_v4.pdb
P52333 AF-P52333-F1-model_v4.pdb
P52429 AF-P52429-F1-model_v4.pdb
P52565 AF-P52565-F1-model_v4.pdb
P52569 AF-P52569-F1-model_v4.pdb
P52594 AF-P52594-F1-model_v4.pdb
P52630 AF-P52630-F1-model_v4.pdb
P52701 AF-P52701-F1-model_v4.pdb
P52739 AF-P52739-F1-model_v4.pdb
P52742 AF-P52742-F1-model_v4.pdb
P52747 AF-P52747-F1-model_v4.pdb
P52757 AF-P52757-F1-model_v4.pdb
P52788 AF-P52788-F1-model_v4.pdb
P52798 AF-P52798-F1-model_v4.pdb
P52848 AF-P52848-F1-model_v4.pdb
P52849 AF-P52849-F1-model_v4.pdb
P52895 AF-P52895-F1-model_v4.pdb
P52926 AF-P52926-F1-model_v4.pdb
P52948 AF-P52948-F1-model_v4.pdb
P52952 AF-P52952-F1-model_v4.pdb
P53355 AF-P53355-F1-model_v4.pdb
P53396 AF-P53396-F1-model_v4.pdb
P53539 AF-P53539-F1-model_v4.pdb
P53621 AF-P53621-F1-model_v4.pdb
P53634 AF-P53634-F1-model_v4.pdb
P53667 AF-P53667-F1-model_v4.pdb
P53675 AF-P53675-F1-model_v4.pdb
P53680 AF-P53680-F1-model_v4.pdb
P53778 AF-P53778-F1-model_v4.pdb
P53779 AF-P53779-F1-model_v4.pdb
P53804 AF-P53804-F1-model_v4.pdb
P53814 AF-P53814-F1-model_v4.pdb
P53985 AF-P53985-F1-model_v4.pdb
P53992 AF-P53992-F1-model_v4.pdb
P54136 AF-P54136-F1-model_v4.pdb
P54198 AF-P54198-F1-model_v4.pdb
P54252 AF-P54252-F1-model_v4.pdb
P54253 AF-P54253-F1-model_v4.pdb
Q8TCG1 AF-Q8TCG1-F1-model_v4.pdb
Q8TCG5 AF-Q8TCG5-F1-model_v4.pdb
Q8TCT0 AF-Q8TCT0-F1-model_v4.pdb
Q8TCU3 AF-Q8TCU3-F1-model_v4.pdb
Q8TCX1 AF-Q8TCX1-F1-model_v4.pdb
Q8TCY5 AF-Q8TCY5-F1-model_v4.pdb
Q8TCY9 AF-Q8TCY9-F1-model_v4.pdb
Q8TCZ2 AF-Q8TCZ2-F1-model_v4.pdb
Q8TD16 AF-Q8TD16-F1-model_v4.pdb
Q8TD26 AF-Q8TD26-F1-model_v4.pdb
Q8TD30 AF-Q8TD30-F1-model_v4.pdb
Q8TD31 AF-Q8TD31-F1-model_v4.pdb
Q8TD43 AF-Q8TD43-F1-model_v4.pdb
Q8TD46 AF-Q8TD46-F1-model_v4.pdb
Q8TD57 AF-Q8TD57-F1-model_v4.pdb
Q8TD91 AF-Q8TD91-F1-model_v4.pdb
Q8TE57 AF-Q8TE57-F1-model_v4.pdb
Q8TE60 AF-Q8TE60-F1-model_v4.pdb
Q8TE67 AF-Q8TE67-F1-model_v4.pdb
Q8TE76 AF-Q8TE76-F1-model_v4.pdb
Q8TE85 AF-Q8TE85-F1-model_v4.pdb
Q8TE96 AF-Q8TE96-F1-model_v4.pdb
Q8TEB1 AF-Q8TEB1-F1-model_v4.pdb
Q8TEB7 AF-Q8TEB7-F1-model_v4.pdb
Q8TDW4 AF-Q8TDW4-F1-model_v4.pdb
Q8TDW5 AF-Q8TDW5-F1-model_v4.pdb
Q8TDX6 AF-Q8TDX6-F1-model_v4.pdb
Q8TDX9 AF-Q8TDX9-F1-model_v4.pdb
Q8TDY2 AF-Q8TDY2-F1-model_v4.pdb
Q8TDY4 AF-Q8TDY4-F1-model_v4.pdb
Q8TDY8 AF-Q8TDY8-F1-model_v4.pdb
Q8TDZ2 AF-Q8TDZ2-F1-model_v4.pdb
Q8TE02 AF-Q8TE02-F1-model_v4.pdb
Q8TE04 AF-Q8TE04-F1-model_v4.pdb
Q8TE12 AF-Q8TE12-F1-model_v4.pdb
Q8TE49 AF-Q8TE49-F1-model_v4.pdb
Q8TE54 AF-Q8TE54-F1-model_v4.pdb
Q8TE56 AF-Q8TE56-F1-model_v4.pdb
Q8TDB6 AF-Q8TDB6-F1-model_v4.pdb
Q8TDD1 AF-Q8TDD1-F1-model_v4.pdb
Q8TDD2 AF-Q8TDD2-F1-model_v4.pdb
Q8TDF5 AF-Q8TDF5-F1-model_v4.pdb
Q8TDF6 AF-Q8TDF6-F1-model_v4.pdb
Q8TDJ6 AF-Q8TDJ6-F1-model_v4.pdb
Q8TDL5 AF-Q8TDL5-F1-model_v4.pdb
Q8TDM0 AF-Q8TDM0-F1-model_v4.pdb
Q8TDM6 AF-Q8TDM6-F1-model_v4.pdb
Q8TDN1 AF-Q8TDN1-F1-model_v4.pdb
Q8TDQ0 AF-Q8TDQ0-F1-model_v4.pdb
Q8TDR0 AF-Q8TDR0-F1-model_v4.pdb
Q8TEH3 AF-Q8TEH3-F1-model_v4.pdb
Q8TEM1 AF-Q8TEM1-F1-model_v4.pdb
Q8TEQ8 AF-Q8TEQ8-F1-model_v4.pdb
Q8TER0 AF-Q8TER0-F1-model_v4.pdb
Q8TER5 AF-Q8TER5-F1-model_v4.pdb
Q8TEU7 AF-Q8TEU7-F1-model_v4.pdb
Q8TEV9 AF-Q8TEV9-F1-model_v4.pdb
Q8TEW0 AF-Q8TEW0-F1-model_v4.pdb
Q8TEW8 AF-Q8TEW8-F1-model_v4.pdb
Q8WUX1 AF-Q8WUX1-F1-model_v4.pdb
Q8WUY3 AF-Q8WUY3-F1-model_v4.pdb
Q8WTW4 AF-Q8WTW4-F1-model_v4.pdb
Q8WU10 AF-Q8WU10-F1-model_v4.pdb
Q8WU39 AF-Q8WU39-F1-model_v4.pdb
Q8WU66 AF-Q8WU66-F1-model_v4.pdb
Q8WUA7 AF-Q8WUA7-F1-model_v4.pdb
Q8WUD6 AF-Q8WUD6-F1-model_v4.pdb
Q8WUH1 AF-Q8WUH1-F1-model_v4.pdb
Q8WUI4 AF-Q8WUI4-F1-model_v4.pdb
Q8WUJ3 AF-Q8WUJ3-F1-model_v4.pdb
Q8WUM4 AF-Q8WUM4-F1-model_v4.pdb
Q8WUP2 AF-Q8WUP2-F1-model_v4.pdb
Q8TEX9 AF-Q8TEX9-F1-model_v4.pdb
Q8TF17 AF-Q8TF17-F1-model_v4.pdb
Q8TF21 AF-Q8TF21-F1-model_v4.pdb
Q8TF46 AF-Q8TF46-F1-model_v4.pdb
Q8TF66 AF-Q8TF66-F1-model_v4.pdb
Q8TF72 AF-Q8TF72-F1-model_v4.pdb
Q8WTT0 AF-Q8WTT0-F1-model_v4.pdb
Q8WTV0 AF-Q8WTV0-F1-model_v4.pdb
Q8WV16 AF-Q8WV16-F1-model_v4.pdb
Q8WV28 AF-Q8WV28-F1-model_v4.pdb
Q8WV44 AF-Q8WV44-F1-model_v4.pdb
Q8WV83 AF-Q8WV83-F1-model_v4.pdb
Q8WVB3 AF-Q8WVB3-F1-model_v4.pdb
Q8WVB6 AF-Q8WVB6-F1-model_v4.pdb
Q8WVM7 AF-Q8WVM7-F1-model_v4.pdb
Q8WVM8 AF-Q8WVM8-F1-model_v4.pdb
Q8WVP7 AF-Q8WVP7-F1-model_v4.pdb
Q8WVQ1 AF-Q8WVQ1-F1-model_v4.pdb
Q8WVR3 AF-Q8WVR3-F1-model_v4.pdb
Q8WVV4 AF-Q8WVV4-F1-model_v4.pdb
Q8WVV5 AF-Q8WVV5-F1-model_v4.pdb
Q8WW01 AF-Q8WW01-F1-model_v4.pdb
Q8WW12 AF-Q8WW12-F1-model_v4.pdb
Q8WW38 AF-Q8WW38-F1-model_v4.pdb
Q8WW52 AF-Q8WW52-F1-model_v4.pdb
Q8WWB7 AF-Q8WWB7-F1-model_v4.pdb
Q8WWI1 AF-Q8WWI1-F1-model_v4.pdb
Q8WWK9 AF-Q8WWK9-F1-model_v4.pdb
Q8WWL7 AF-Q8WWL7-F1-model_v4.pdb
Q8WWM7 AF-Q8WWM7-F1-model_v4.pdb
Q8WWN8 AF-Q8WWN8-F1-model_v4.pdb
Q8WWN9 AF-Q8WWN9-F1-model_v4.pdb
Q8WWQ2 AF-Q8WWQ2-F1-model_v4.pdb
Q8WWT9 AF-Q8WWT9-F1-model_v4.pdb
Q8WWU7 AF-Q8WWU7-F1-model_v4.pdb
Q8WWV3 AF-Q8WWV3-F1-model_v4.pdb
Q8WWW8 AF-Q8WWW8-F1-model_v4.pdb
Q8WWY3 AF-Q8WWY3-F1-model_v4.pdb
Q8WWZ3 AF-Q8WWZ3-F1-model_v4.pdb
Q8WWZ7 AF-Q8WWZ7-F1-model_v4.pdb
Q8WWZ8 AF-Q8WWZ8-F1-model_v4.pdb
Q8WX93 AF-Q8WX93-F1-model_v4.pdb
Q8WX94 AF-Q8WX94-F1-model_v4.pdb
Q8WXA2 AF-Q8WXA2-F1-model_v4.pdb
Q8WXD0 AF-Q8WXD0-F1-model_v4.pdb
Q8WXE1 AF-Q8WXE1-F1-model_v4.pdb
Q8WXF5 AF-Q8WXF5-F1-model_v4.pdb
Q8WXF7 AF-Q8WXF7-F1-model_v4.pdb
Q8WXG6 AF-Q8WXG6-F1-model_v4.pdb
Q8WXG9 AF-Q8WXG9-F1-model_v4.pdb
Q8WXH0 AF-Q8WXH0-F1-model_v4.pdb
Q8WXH2 AF-Q8WXH2-F1-model_v4.pdb
Q8WXH4 AF-Q8WXH4-F1-model_v4.pdb
Q8WXI2 AF-Q8WXI2-F1-model_v4.pdb
Q8WXI3 AF-Q8WXI3-F1-model_v4.pdb
Q8WXR4 AF-Q8WXR4-F1-model_v4.pdb
Q8WXS8 AF-Q8WXS8-F1-model_v4.pdb
Q8WXU2 AF-Q8WXU2-F1-model_v4.pdb
Q8WXW3 AF-Q8WXW3-F1-model_v4.pdb
Q8WXX0 AF-Q8WXX0-F1-model_v4.pdb
Q96E52 AF-Q96E52-F1-model_v4.pdb
Q96EA4 AF-Q96EA4-F1-model_v4.pdb
Q96EB1 AF-Q96EB1-F1-model_v4.pdb
Q96EB6 AF-Q96EB6-F1-model_v4.pdb
Q96EC8 AF-Q96EC8-F1-model_v4.pdb
Q96ED9 AF-Q96ED9-F1-model_v4.pdb
Q96EE3 AF-Q96EE3-F1-model_v4.pdb
Q96EF0 AF-Q96EF0-F1-model_v4.pdb
O43157 AF-O43157-F1-model_v4.pdb
O43166 AF-O43166-F1-model_v4.pdb
O43167 AF-O43167-F1-model_v4.pdb
O43172 AF-O43172-F1-model_v4.pdb
O43174 AF-O43174-F1-model_v4.pdb
O43182 AF-O43182-F1-model_v4.pdb
O43184 AF-O43184-F1-model_v4.pdb
O43196 AF-O43196-F1-model_v4.pdb
O43236 AF-O43236-F1-model_v4.pdb
O43251 AF-O43251-F1-model_v4.pdb
O43278 AF-O43278-F1-model_v4.pdb
O43280 AF-O43280-F1-model_v4.pdb
O43291 AF-O43291-F1-model_v4.pdb
O43292 AF-O43292-F1-model_v4.pdb
O43295 AF-O43295-F1-model_v4.pdb
O43299 AF-O43299-F1-model_v4.pdb
O43303 AF-O43303-F1-model_v4.pdb
O43306 AF-O43306-F1-model_v4.pdb
O43307 AF-O43307-F1-model_v4.pdb
O43314 AF-O43314-F1-model_v4.pdb
O43318 AF-O43318-F1-model_v4.pdb
O43353 AF-O43353-F1-model_v4.pdb
O43374 AF-O43374-F1-model_v4.pdb
O43379 AF-O43379-F1-model_v4.pdb
O43390 AF-O43390-F1-model_v4.pdb
O43395 AF-O43395-F1-model_v4.pdb
O43399 AF-O43399-F1-model_v4.pdb
O43405 AF-O43405-F1-model_v4.pdb
O43424 AF-O43424-F1-model_v4.pdb
O43426 AF-O43426-F1-model_v4.pdb
O43427 AF-O43427-F1-model_v4.pdb
O43432 AF-O43432-F1-model_v4.pdb
O43435 AF-O43435-F1-model_v4.pdb
O43463 AF-O43463-F1-model_v4.pdb
O43464 AF-O43464-F1-model_v4.pdb
O43474 AF-O43474-F1-model_v4.pdb
O43490 AF-O43490-F1-model_v4.pdb
O43491 AF-O43491-F1-model_v4.pdb
O43497 AF-O43497-F1-model_v4.pdb
O43502 AF-O43502-F1-model_v4.pdb
O43508 AF-O43508-F1-model_v4.pdb
O43511 AF-O43511-F1-model_v4.pdb
O43516 AF-O43516-F1-model_v4.pdb
O43524 AF-O43524-F1-model_v4.pdb
O43525 AF-O43525-F1-model_v4.pdb
O43526 AF-O43526-F1-model_v4.pdb
O43541 AF-O43541-F1-model_v4.pdb
O43548 AF-O43548-F1-model_v4.pdb
O43555 AF-O43555-F1-model_v4.pdb
O43556 AF-O43556-F1-model_v4.pdb
O43561 AF-O43561-F1-model_v4.pdb
O43567 AF-O43567-F1-model_v4.pdb
O43570 AF-O43570-F1-model_v4.pdb
O43586 AF-O43586-F1-model_v4.pdb
O43593 AF-O43593-F1-model_v4.pdb
O43602 AF-O43602-F1-model_v4.pdb
O43617 AF-O43617-F1-model_v4.pdb
O43678 AF-O43678-F1-model_v4.pdb
O43683 AF-O43683-F1-model_v4.pdb
O43699 AF-O43699-F1-model_v4.pdb
O43707 AF-O43707-F1-model_v4.pdb
O43708 AF-O43708-F1-model_v4.pdb
O43734 AF-O43734-F1-model_v4.pdb
O43747 AF-O43747-F1-model_v4.pdb
O43759 AF-O43759-F1-model_v4.pdb
O43766 AF-O43766-F1-model_v4.pdb
O43776 AF-O43776-F1-model_v4.pdb
O43795 AF-O43795-F1-model_v4.pdb
O43822 AF-O43822-F1-model_v4.pdb
O43826 AF-O43826-F1-model_v4.pdb
O43837 AF-O43837-F1-model_v4.pdb
O43847 AF-O43847-F1-model_v4.pdb
O43854 AF-O43854-F1-model_v4.pdb
O43861 AF-O43861-F1-model_v4.pdb
O43897 AF-O43897-F1-model_v4.pdb
O43900 AF-O43900-F1-model_v4.pdb
O43914 AF-O43914-F1-model_v4.pdb
O43918 AF-O43918-F1-model_v4.pdb
O43929 AF-O43929-F1-model_v4.pdb
O43933 AF-O43933-F1-model_v4.pdb
O60229 AF-O60229-F1-model_v4.pdb
O60241 AF-O60241-F1-model_v4.pdb
O60243 AF-O60243-F1-model_v4.pdb
O60245 AF-O60245-F1-model_v4.pdb
O60258 AF-O60258-F1-model_v4.pdb
O60260 AF-O60260-F1-model_v4.pdb
O60266 AF-O60266-F1-model_v4.pdb
O60271 AF-O60271-F1-model_v4.pdb
O60281 AF-O60281-F1-model_v4.pdb
O60282 AF-O60282-F1-model_v4.pdb
O60285 AF-O60285-F1-model_v4.pdb
O60290 AF-O60290-F1-model_v4.pdb
O60293 AF-O60293-F1-model_v4.pdb
O60308 AF-O60308-F1-model_v4.pdb
O60312 AF-O60312-F1-model_v4.pdb
O60313 AF-O60313-F1-model_v4.pdb
O60315 AF-O60315-F1-model_v4.pdb
O60318 AF-O60318-F1-model_v4.pdb
O60320 AF-O60320-F1-model_v4.pdb
O60331 AF-O60331-F1-model_v4.pdb
O60333 AF-O60333-F1-model_v4.pdb
O60336 AF-O60336-F1-model_v4.pdb
O60337 AF-O60337-F1-model_v4.pdb
O60341 AF-O60341-F1-model_v4.pdb
O60343 AF-O60343-F1-model_v4.pdb
O60346 AF-O60346-F1-model_v4.pdb
O60353 AF-O60353-F1-model_v4.pdb
O60393 AF-O60393-F1-model_v4.pdb
O60423 AF-O60423-F1-model_v4.pdb
O60443 AF-O60443-F1-model_v4.pdb
O60447 AF-O60447-F1-model_v4.pdb
O60449 AF-O60449-F1-model_v4.pdb
O60462 AF-O60462-F1-model_v4.pdb
O60469 AF-O60469-F1-model_v4.pdb
O60477 AF-O60477-F1-model_v4.pdb
O60481 AF-O60481-F1-model_v4.pdb
O60488 AF-O60488-F1-model_v4.pdb
O60500 AF-O60500-F1-model_v4.pdb
O60504 AF-O60504-F1-model_v4.pdb
O60506 AF-O60506-F1-model_v4.pdb
O60522 AF-O60522-F1-model_v4.pdb
O60565 AF-O60565-F1-model_v4.pdb
O60566 AF-O60566-F1-model_v4.pdb
O60609 AF-O60609-F1-model_v4.pdb
O60610 AF-O60610-F1-model_v4.pdb
O60636 AF-O60636-F1-model_v4.pdb
O60641 AF-O60641-F1-model_v4.pdb
O60656 AF-O60656-F1-model_v4.pdb
O60662 AF-O60662-F1-model_v4.pdb
O60663 AF-O60663-F1-model_v4.pdb
O60673 AF-O60673-F1-model_v4.pdb
O60678 AF-O60678-F1-model_v4.pdb
O60683 AF-O60683-F1-model_v4.pdb
O60701 AF-O60701-F1-model_v4.pdb
O60706 AF-O60706-F1-model_v4.pdb
O60716 AF-O60716-F1-model_v4.pdb
O60721 AF-O60721-F1-model_v4.pdb
O60732 AF-O60732-F1-model_v4.pdb
O60733 AF-O60733-F1-model_v4.pdb
O60779 AF-O60779-F1-model_v4.pdb
O60828 AF-O60828-F1-model_v4.pdb
O60832 AF-O60832-F1-model_v4.pdb
O60840 AF-O60840-F1-model_v4.pdb
O60861 AF-O60861-F1-model_v4.pdb
O60879 AF-O60879-F1-model_v4.pdb
O60880 AF-O60880-F1-model_v4.pdb
O60885 AF-O60885-F1-model_v4.pdb
O60890 AF-O60890-F1-model_v4.pdb
O60902 AF-O60902-F1-model_v4.pdb
O60907 AF-O60907-F1-model_v4.pdb
O60928 AF-O60928-F1-model_v4.pdb
O60931 AF-O60931-F1-model_v4.pdb
O60936 AF-O60936-F1-model_v4.pdb
O75027 AF-O75027-F1-model_v4.pdb
O75030 AF-O75030-F1-model_v4.pdb
O75031 AF-O75031-F1-model_v4.pdb
O75037 AF-O75037-F1-model_v4.pdb
O75038 AF-O75038-F1-model_v4.pdb
O75051 AF-O75051-F1-model_v4.pdb
O75052 AF-O75052-F1-model_v4.pdb
O75054 AF-O75054-F1-model_v4.pdb
